Identificador do Imóvel;Classe do Edifício;Zoneamento;Frente do Lote;Área Total do Lote;Tipo de Rua;Tipo de Viela;Formato do Lote;Nivelamento do Terreno;Tipo de Utilidades;Configuração do Lote;Inclinação do Terreno;Bairro;Condição Principal;Condição Secundária;Tipo de Construção;Estilo da Casa;Qualidade Geral;Condição Geral;Ano de Construção;Ano da Última Reforma;Tipo de Telhado;Material do Telhado;Revestimento Externo 1;Revestimento Externo 2;Tipo de Alvenaria;Área de Alvenaria;Qualidade dos Materiais Externos;Condição dos Materiais Externos;Fundação;Qualidade do Porão;Condição do Porão;Exposição do Porão;Acabamento do Porão 1;Área Acabada do Porão 1;Acabamento do Porão 2;Área Acabada do Porão 2;Área Não Acabada do Porão;Área Total do Porão;Tipo de Aquecimento;Qualidade do Aquecimento;Ar-Condicionado Central;Sistema Elétrico;Área do Primeiro Andar;Área do Segundo Andar;Área de Baixa Qualidade;Área Útil Acima do Solo;Banheiros Completos no Porão;Lavabos no Porão;Banheiros Completos Acima do Solo;Lavabos Acima do Solo;Quartos Acima do Porão;Número de Cozinhas;Qualidade da Cozinha;Total de Cômodos Acima do Solo;Funcionalidade da Casa;Número de Lareiras;Qualidade da Lareira;Tipo de Garagem;Ano da Construção da Garagem;Acabamento Interno da Garagem;Capacidade da Garagem;Área da Garagem;Qualidade da Garagem;Condição da Garagem;Entrada Pavimentada;Área do Deck de Madeira;Área da Varanda Aberta;Área da Varanda Fechada;Área da Varanda de Três Estações;Área da Varanda Telada;Área da Piscina;Qualidade da Piscina;Tipo de Cerca;Característica Extra;Valor de Características Extras;Mês da Venda;Ano da Venda;Tipo de Venda;Condição da Venda;Preço de Venda
1271;40;Residencial (Baixa Dens.);;23595;Pavimentada;Sem Acesso;Regular;Baixo;Todas Disponíveis;Interno;Íngreme;ClearCr;Normal;Normal;Casa Individual;Térrea;7;6;1979;1979;Shed;WdShake;Plywood;Plywood;Nenhum;0;Boa;Média;Concreto;Boa;Média;Boa;Alto Acabamento;1258;Sem Acabamento;0;74;1332;Gás Forçado;Média;Sim;Disjuntor;1332;192;0;1524;2;0;0;1;0;1;Boa;4;Típica;1;Média;Anexada;1979;Acabado;2;586;Média;Média;Sim;268;0;0;0;0;0;;;;0;4;2010;Venda Direta;Normal;260000
1272;20;Residencial (Baixa Dens.);;9156;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Posição Boa;Normal;Casa Individual;Térrea;6;7;1968;1968;Quatro Águas;Asfalto;BrkFace;BrkFace;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1489;1489;Gás Forçado;Boa;Sim;Disjuntor;1489;0;0;1489;0;0;2;0;3;1;Boa;7;Típica;1;Boa;Anexada;1968;Rústico;2;462;Média;Média;Sim;0;0;0;0;0;0;;;;0;8;2009;Venda Direta;Normal;185750
1273;20;Residencial (Baixa Dens.);;13526;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;Sawyer;Normal;Normal;Casa Individual;Térrea;5;6;1965;1965;Quatro Águas;Asfalto;HdBoard;Plywood;Tijolo;114;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;560;Baixo Acabamento;375;0;935;Gás Forçado;Média;Sim;Disjuntor;935;0;0;935;1;0;1;0;3;1;Média;5;Típica;0;;Anexada;1965;Sem Acabamento;1;288;Média;Média;Sim;180;0;0;0;0;0;;Média Privativa;;0;11;2006;Venda Direta;Normal;137000
1274;80;Residencial (Baixa Dens.);124;11512;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;Edwards;Normal;Normal;Casa Individual;SLvl;6;7;1959;2006;Duas Águas;Asfalto;Plywood;Plywood;Tijolo;84;Média;Média;Blocos de Concreto;Média;Média;Média;Bom Acabamento;719;Sem Acabamento;0;300;1019;Gás Forçado;Boa;Sim;Disjuntor;1357;0;0;1357;1;0;1;0;2;1;Excelente;5;Típica;1;Boa;Subsolo;1959;Rústico;1;312;Média;Média;Sim;0;0;0;0;163;0;;Boa Privativa;;0;5;2008;Venda Direta;Normal;177000
1275;50;Residencial (Baixa Dens.);53;5362;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;Crawfor;Normal;Normal;Casa Individual;Mezanino Finalizado;5;6;1910;2003;Duas Águas;Asfalto;Wd Sdng;Wd Shng;Nenhum;0;Média;Média;Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;661;661;Gás Forçado;Excelente;Sim;Disjuntor;661;589;0;1250;0;0;2;0;3;1;Média;8;Típica;1;Boa;Separada;1985;Sem Acabamento;2;552;Média;Média;Sim;242;0;81;0;0;0;;;;0;11;2007;Venda Direta;Normal;139000
1276;90;Residencial (Baixa Dens.);95;11345;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;NAmes;Próximo a Via Alimentadora;Normal;Duplex;Sobrado;5;5;1948;1950;Duas Águas;Roll;AsbShng;AsbShng;Pedra;567;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;220;Sem Acabamento;0;708;928;Gás Forçado;Boa;Sim;Fusível Alto;928;992;0;1920;0;0;2;0;4;2;Média;10;Típica;0;;Separada;1948;Sem Acabamento;2;400;Média;Fraca;Sim;0;0;0;0;0;0;;;;0;7;2007;Venda Direta;Normal;137000
1277;60;Residencial (Baixa Dens.);;12936;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;NWAmes;Normal;Normal;Casa Individual;Sobrado;6;6;1972;1972;Duas Águas;Asfalto;HdBoard;Plywood;Nenhum;0;Média;Média;Blocos de Concreto;Média;Boa;Nenhuma;Baixo Acabamento;593;Sem Acabamento;0;130;723;Gás Forçado;Média;Sim;Disjuntor;735;660;0;1395;0;1;1;1;3;1;Média;6;Típica;1;Média;Anexada;1972;Sem Acabamento;2;497;Média;Média;Sim;294;116;0;0;0;0;;;;0;12;2009;Venda Direta;Normal;162000
1278;80;Residencial (Baixa Dens.);;17871;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;NWAmes;Normal;Normal;Casa Individual;SLvl;6;5;1967;1976;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;359;Média;Média;Blocos de Concreto;Boa;Média;Média;Bom Acabamento;528;Sem Acabamento;0;1152;1680;Gás Forçado;Fraca;Sim;Disjuntor;1724;0;0;1724;1;0;1;1;3;1;Média;7;Típica;1;Boa;Anexada;1967;Rústico;2;480;Média;Média;Sim;0;0;0;0;0;0;;;;0;6;2009;Venda Direta;Normal;197900
1279;60;Residencial (Baixa Dens.);75;9473;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;8;5;2002;2002;Duas Águas;Asfalto;VinylSd;VinylSd;;;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;804;Sem Acabamento;0;324;1128;Gás Forçado;Excelente;Sim;Disjuntor;1128;903;0;2031;1;0;2;1;3;1;Boa;7;Típica;1;Boa;Anexada;2002;Rústico;2;577;Média;Média;Sim;0;211;0;0;0;0;;;;0;3;2008;Venda Direta;Normal;237000
1280;50;Comercial;60;7500;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;IDOTRR;Normal;Normal;Casa Individual;Mezanino Finalizado;4;4;1920;1950;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Boa;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;698;698;Gás Forçado;Média;Sim;Fusível Alto;698;430;0;1128;0;0;1;0;2;1;Média;6;Típica;0;;Separada;1980;Rústico;2;528;Média;Média;Sim;30;0;164;0;0;0;;;;0;4;2010;Venda Judicial;Anormal;68400
1281;20;Residencial (Baixa Dens.);67;9808;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;7;5;2002;2002;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;110;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;788;Sem Acabamento;0;785;1573;Gás Forçado;Excelente;Sim;Disjuntor;1573;0;0;1573;1;0;2;0;3;1;Boa;6;Típica;0;;Anexada;2002;Rústico;2;544;Média;Média;Sim;0;72;0;0;0;0;;;;0;3;2009;Venda Direta;Normal;227000
1282;20;Residencial (Baixa Dens.);50;8049;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;Timber;Normal;Normal;Casa Individual;Térrea;7;5;1990;1990;Quatro Águas;Asfalto;HdBoard;HdBoard;Tijolo;54;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Bom Acabamento;1053;Sem Acabamento;0;256;1309;Gás Forçado;Média;Sim;Disjuntor;1339;0;0;1339;1;0;2;0;2;1;Média;6;Típica;1;Média;Anexada;1990;Acabado;2;484;Boa;Boa;Sim;0;58;0;0;90;0;;;;0;7;2006;Venda Direta;Normal;180000
1283;20;Residencial (Baixa Dens.);61;8800;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;5;7;1977;2008;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Mínima;Baixo Acabamento;532;Sala de Recreação;144;364;1040;Gás Forçado;Média;Sim;Disjuntor;1040;0;0;1040;0;0;2;0;3;1;Boa;5;Típica;0;;Separada;1977;Sem Acabamento;2;484;Média;Média;Sim;0;0;0;0;288;0;;;;0;9;2009;Venda Direta;Normal;150500
1284;90;Residencial (Baixa Dens.);94;9400;Pavimentada;Sem Acesso;Regular;Baixo;Todas Disponíveis;Esquina;Suave;Mitchel;Normal;Normal;Duplex;Sobrado;6;5;1971;1971;Mansard;Asfalto;MetalSd;Wd Shng;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Média;Sem Acabamento;0;Sem Acabamento;0;912;912;Gás Forçado;Média;Sim;Disjuntor;912;912;0;1824;0;0;2;2;4;2;Média;8;Típica;0;;;;;0;0;;;Sim;128;0;0;0;0;0;;;;0;4;2010;Venda Direta;Normal;139000
1285;50;Residencial (Baixa Dens.);50;9638;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;SWISU;Próximo a Via Alimentadora;Normal;Casa Individual;Mezanino Finalizado;6;7;1919;1990;Duas Águas;Asfalto;Wd Sdng;Wd Shng;Nenhum;0;Média;Média;Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;804;804;Gás Forçado;Excelente;Sim;Disjuntor;1699;748;0;2447;0;0;2;0;4;1;Boa;10;Mínima Modificação;1;Boa;Separada;1969;Sem Acabamento;1;336;Média;Média;Sim;272;0;42;0;116;0;;;;0;3;2010;Venda Direta;Normal;169000
1286;50;Residencial (Média Dens.);50;6000;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrkSide;Normal;Normal;Casa Individual;Mezanino Finalizado;6;6;1939;1950;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Razoável;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;780;780;Gás Forçado;Excelente;Sim;Fusível Médio;825;587;0;1412;0;0;1;0;4;1;Média;6;Típica;1;Boa;Separada;1939;Sem Acabamento;1;280;Média;Média;Sim;45;0;0;0;0;0;;;;0;5;2009;Venda Direta;Normal;132500
1287;20;Residencial (Baixa Dens.);;9790;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Próximo a Via Alimentadora;Normal;Casa Individual;Térrea;6;5;1963;1963;Quatro Águas;Asfalto;HdBoard;HdBoard;Tijolo;451;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;569;Sala de Recreação;81;678;1328;Gás Forçado;Média;Sim;Disjuntor;1328;0;0;1328;1;0;1;1;3;1;Média;6;Típica;2;Boa;Anexada;1963;Sem Acabamento;2;528;Média;Média;Sim;0;26;0;0;0;0;;;;0;6;2010;Venda Direta;Normal;143000
1288;20;Residencial (Baixa Dens.);;36500;Pavimentada;Sem Acesso;Leve Irregular;Baixo;Todas Disponíveis;Interno;Moderada;ClearCr;Normal;Normal;Casa Individual;Térrea;5;5;1964;1964;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Tijolo Comum;621;Média;Boa;Blocos de Concreto;Média;Média;Média;Sala de Recreação;812;Sem Acabamento;0;812;1624;Gás Forçado;Fraca;Sim;Disjuntor;1582;0;0;1582;0;1;2;0;4;1;Média;7;Típica;0;;Anexada;1964;Sem Acabamento;2;390;Média;Média;Não;168;198;0;0;0;0;;;;0;6;2006;Venda Direta;Normal;190000
1289;120;Residencial (Baixa Dens.);40;5664;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;StoneBr;Normal;Normal;Geminada (Extremidade);Térrea;8;5;2000;2000;Duas Águas;Asfalto;CemntBd;CmentBd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;1158;Sem Acabamento;0;343;1501;Gás Forçado;Excelente;Sim;Disjuntor;1659;0;0;1659;1;0;2;0;2;1;Excelente;5;Típica;1;Excelente;Anexada;2000;Acabado;2;499;Média;Média;Sim;212;59;0;0;0;0;;;;0;10;2009;Venda Direta;Normal;278000
1290;60;Residencial (Baixa Dens.);86;11065;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Casa Individual;Sobrado;8;5;2006;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;788;Boa;Média;Concreto;Boa;Média;Mínima;Sem Acabamento;0;Sem Acabamento;0;1085;1085;Gás Forçado;Excelente;Sim;Disjuntor;1120;850;0;1970;0;0;2;1;3;1;Excelente;8;Típica;1;Boa;Embutida;2006;Acabado;3;753;Média;Média;Sim;177;74;0;0;0;0;;;;0;10;2006;Nova;Parcial;281000
1291;80;Residencial (Baixa Dens.);;14112;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;NAmes;Normal;Normal;Casa Individual;SLvl;5;7;1964;1964;Quatro Águas;Asfalto;Wd Sdng;HdBoard;Tijolo;86;Média;Média;Concreto;Média;Média;Média;Alto Acabamento;1014;Sem Acabamento;0;138;1152;Gás Forçado;Média;Sim;Disjuntor;1152;0;0;1152;1;0;1;0;3;1;Média;6;Típica;1;Boa;Anexada;1964;Rústico;2;484;Média;Média;Sim;227;0;0;0;0;0;;;;0;4;2010;Venda Direta;Normal;180500
1292;160;Residencial (Média Dens.);21;1680;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrDale;Normal;Normal;Geminada;Sobrado;5;7;1972;1972;Duas Águas;Asfalto;CemntBd;CmentBd;Tijolo;268;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;231;Sem Acabamento;0;399;630;Gás Forçado;Média;Sim;Disjuntor;630;672;0;1302;0;0;2;1;3;1;Média;6;Típica;0;;Separada;1972;Sem Acabamento;1;264;Média;Média;Sim;185;0;0;0;0;0;;;;0;2;2009;Venda Direta;Normal;119500
1293;70;Residencial (Média Dens.);60;6600;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;OldTown;Normal;Normal;Casa Individual;Sobrado;5;4;1892;1965;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Pedra;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;994;994;Gás Forçado;Média;Não;Disjuntor;1378;994;0;2372;0;0;2;0;4;2;Média;11;Mínima Modificação;0;;Anexada;1985;Rústico;1;432;Média;Média;Sim;0;287;0;0;0;0;;;;0;12;2009;Venda Direta;Normal;107500
1294;60;Residencial (Baixa Dens.);78;10140;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Normal;Normal;Casa Individual;Sobrado;7;5;1976;1976;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;194;Sem Acabamento;0;638;832;Gás Forçado;Média;Sim;Disjuntor;832;832;0;1664;0;0;2;1;4;1;Média;8;Típica;1;Média;Anexada;1976;Rústico;2;528;Média;Média;Sim;0;28;0;0;259;0;;Madeira Boa;;0;3;2006;Venda Direta;Normal;162900
1295;20;Residencial (Baixa Dens.);60;8172;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Casa Individual;Térrea;5;7;1955;1990;Quatro Águas;Asfalto;WdShing;Plywood;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;167;Sem Acabamento;0;697;864;Gás Forçado;Média;Sim;Disjuntor;864;0;0;864;1;0;1;0;2;1;Média;5;Típica;0;;Separada;1957;Sem Acabamento;2;572;Média;Média;Não;0;0;0;0;0;0;;;;0;4;2006;Venda Direta;Normal;115000
1296;20;Residencial (Baixa Dens.);70;8400;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Próximo a Via Alimentadora;Normal;Casa Individual;Térrea;5;5;1968;1968;Quatro Águas;Asfalto;HdBoard;HdBoard;Tijolo;168;Média;Média;Blocos de Concreto;Média;Média;Média;Baixo Acabamento;1016;Sem Acabamento;0;36;1052;Gás Forçado;Boa;Sim;Disjuntor;1052;0;0;1052;1;0;1;1;3;1;Média;5;Típica;0;;Anexada;1968;Rústico;1;288;Média;Média;Sim;356;0;0;0;0;0;;Madeira Boa;;0;11;2006;Venda Direta;Normal;138500
1297;20;Residencial (Baixa Dens.);80;8700;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;6;1963;1963;Quatro Águas;Asfalto;MetalSd;MetalSd;Tijolo;148;Média;Boa;Blocos de Concreto;Média;Média;Mínima;Bom Acabamento;776;Sem Acabamento;0;344;1120;Gás Forçado;Boa;Sim;Disjuntor;1128;0;0;1128;1;0;2;0;3;1;Média;6;Típica;0;;Anexada;1963;Rústico;2;525;Média;Média;Sim;192;20;123;0;0;0;;Média Privativa;;0;12;2008;Venda Direta;Normal;155000
1298;180;Residencial (Média Dens.);35;3675;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Geminada (Extremidade);SFoyer;6;5;2005;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;82;Média;Média;Concreto;Boa;Média;Boa;Alto Acabamento;547;Sem Acabamento;0;0;547;Gás Forçado;Boa;Sim;Disjuntor;1072;0;0;1072;1;0;2;0;2;1;Média;5;Típica;0;;Subsolo;2005;Acabado;2;525;Média;Média;Sim;0;44;0;0;0;0;;;;0;6;2006;Nova;Parcial;140000
1299;60;Residencial (Baixa Dens.);313;63887;Pavimentada;Sem Acesso;Muito Irregular;Levemente Inclinado;Todas Disponíveis;Esquina;Suave;Edwards;Próximo a Via Alimentadora;Normal;Casa Individual;Sobrado;10;5;2008;2008;Quatro Águas;ClyTile;Stucco;Stucco;Pedra;796;Excelente;Média;Concreto;Excelente;Média;Boa;Alto Acabamento;5644;Sem Acabamento;0;466;6110;Gás Forçado;Excelente;Sim;Disjuntor;4692;950;0;5642;2;0;2;1;3;1;Excelente;12;Típica;3;Boa;Anexada;2008;Acabado;2;1418;Média;Média;Sim;214;292;0;0;0;480;Boa;;;0;1;2008;Nova;Parcial;160000
1300;20;Residencial (Baixa Dens.);75;7500;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;7;1959;1994;Quatro Águas;Asfalto;BrkFace;BrkFace;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;340;Sala de Recreação;906;0;1246;Gás Forçado;Excelente;Sim;Disjuntor;1246;0;0;1246;1;0;1;1;3;1;Boa;6;Típica;0;;Anexada;1959;Rústico;1;305;Média;Média;Sim;218;0;0;0;0;0;;Boa Privativa;;0;5;2010;Venda Direta;Normal;154000
1301;60;Residencial (Baixa Dens.);;10762;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;Gilbert;Normal;Normal;Casa Individual;Sobrado;7;5;1999;1999;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;344;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;694;Sem Acabamento;0;284;978;Gás Forçado;Excelente;Sim;Disjuntor;1005;978;0;1983;0;0;2;1;3;1;Boa;9;Típica;1;Média;Anexada;1999;Acabado;2;490;Média;Média;Sim;0;0;0;0;0;0;;;;0;5;2009;Venda Direta;Normal;225000
1302;70;Residencial (Baixa Dens.);;7500;Pavimentada;Sem Acesso;Leve Irregular;Levemente Inclinado;Todas Disponíveis;Interno;Suave;Crawfor;Normal;Normal;Casa Individual;Sobrado;6;7;1942;1950;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;547;Sem Acabamento;0;224;771;Gás Forçado;Fraca;Sim;Disjuntor;753;741;0;1494;0;0;1;0;3;1;Boa;7;Típica;2;Boa;Anexada;1942;Sem Acabamento;1;213;Média;Média;Parcial;0;0;0;0;224;0;;;;0;11;2009;Venda Direta;Normal;177500
1303;60;Residencial (Baixa Dens.);92;10120;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NoRidge;Normal;Normal;Casa Individual;Sobrado;8;5;1994;1994;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;391;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;740;Sem Acabamento;0;425;1165;Gás Forçado;Excelente;Sim;Disjuntor;1203;1323;0;2526;1;0;2;1;4;1;Boa;8;Típica;1;Média;Anexada;1994;Rústico;3;844;Média;Média;Sim;309;78;0;0;0;0;;;;0;12;2006;Venda Direta;Normal;290000
1304;20;Residencial (Baixa Dens.);73;8688;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Térrea;7;5;2005;2005;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;228;Boa;Média;Concreto;Boa;Média;Média;Sem Acabamento;0;Sem Acabamento;0;1616;1616;Gás Forçado;Excelente;Sim;Disjuntor;1616;0;0;1616;0;0;2;0;3;1;Boa;7;Típica;0;;Anexada;2005;Rústico;3;834;Média;Média;Sim;208;59;0;0;0;0;;;;0;4;2006;Venda Direta;Normal;232000
1305;160;Residencial (Média Dens.);32;3363;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Geminada (Extremidade);Sobrado;7;5;2004;2004;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;117;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;976;976;Gás Forçado;Excelente;Sim;Disjuntor;976;732;0;1708;0;0;2;0;3;1;Boa;7;Grande Ajuste;0;;Separada;2004;Sem Acabamento;2;380;Média;Média;Sim;0;40;0;0;0;0;;;;0;4;2006;Venda Direta;Normal;130000
1306;20;Residencial (Baixa Dens.);108;13173;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;NridgHt;Normal;Normal;Casa Individual;Térrea;9;5;2006;2007;Quatro Águas;Asfalto;VinylSd;VinylSd;Pedra;300;Boa;Média;Concreto;Excelente;Média;Nenhuma;Alto Acabamento;1572;Sem Acabamento;0;80;1652;Gás Forçado;Excelente;Sim;Disjuntor;1652;0;0;1652;1;0;2;0;2;1;Excelente;6;Típica;2;Excelente;Anexada;2006;Acabado;2;840;Média;Média;Sim;404;102;0;0;0;0;;;;0;11;2009;Venda Direta;Normal;325000
1307;120;Residencial (Baixa Dens.);48;6955;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Geminada (Extremidade);Térrea;7;5;2005;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;94;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1368;1368;Gás Forçado;Excelente;Sim;Disjuntor;1368;0;0;1368;0;0;2;0;2;1;Boa;6;Típica;1;Boa;Anexada;2005;Rústico;2;474;Média;Média;Sim;132;35;0;0;0;0;;;;0;9;2006;Nova;Parcial;202500
1308;20;Residencial (Baixa Dens.);60;8072;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;5;5;1994;1995;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Boa;Concreto;Boa;Boa;Nenhuma;Bom Acabamento;746;Sem Acabamento;0;244;990;Gás Forçado;Excelente;Sim;Disjuntor;990;0;0;990;1;0;1;0;3;1;Média;5;Típica;0;;Separada;2000;Sem Acabamento;2;480;Média;Média;Sim;0;64;0;0;0;0;;;;0;5;2009;Venda Direta;Normal;138000
1309;20;Residencial (Média Dens.);100;12000;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa Individual;Térrea;5;7;1948;2005;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Alto Acabamento;144;Bom Acabamento;608;172;924;Gás Forçado;Excelente;Sim;Disjuntor;1122;0;0;1122;1;0;1;0;2;1;Boa;6;Típica;0;;Anexada;1948;Sem Acabamento;2;528;Média;Média;Sim;0;36;0;0;0;0;;Madeira Boa;;0;5;2008;Venda Direta;Normal;147000
1310;20;Residencial (Baixa Dens.);;7153;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;SawyerW;Normal;Normal;Casa Individual;Térrea;6;5;1991;1991;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;88;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Alto Acabamento;1200;Sem Acabamento;0;78;1278;Gás Forçado;Boa;Sim;Disjuntor;1294;0;0;1294;1;0;2;0;3;1;Boa;6;Típica;0;;Anexada;1991;Rústico;2;496;Média;Média;Sim;112;51;0;0;0;0;;Madeira Boa;;0;6;2008;Venda Direta;Normal;179200
1311;20;Residencial (Baixa Dens.);100;17500;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Crawfor;PosA;Normal;Casa Individual;Térrea;7;8;1959;2002;Duas Águas;Asfalto;BrkFace;HdBoard;Nenhum;0;Boa;Boa;Concreto;Boa;Média;Média;Alto Acabamento;1406;Sem Acabamento;0;496;1902;Gás Forçado;Média;Sim;Disjuntor;1902;0;0;1902;1;0;2;0;3;1;Excelente;7;Típica;2;Média;Anexada;1959;Acabado;2;567;Média;Média;Sim;0;207;162;0;0;0;;;;0;5;2010;Venda Direta;Normal;335000
